url,lastName,firstName,currentTitle,currentLocation,connectionCounts,eduSchool,eduStartDate,eduEndDate,eduField,eduDegree,job1Company,job1StartDate,job1EndDate,job1Title,job1Location,job2Company,job2StartDate,job2EndDate,job2Title,job2Location,job3Company,job3StartDate,job3EndDate,job3Title,job3Location
xxx,xxx,xxx,Statistics MA Student at Columbia University,"New York, New York",500,Columbia University in the City of New York,2014,2015,   Statistics,   Master of Arts (M.A.),Imperial College Finance Society,2012.3,2013.3,   Vice President Corporate Relations,,UBS Wealth Management,2013.7,2013.8,   Summer Intern,   Hong Kong,Standard Chartered Bank,2014.6,2014.8,   Summer Intern,"   Shenzhen, Guangdong, China"
xxx,xxx,xxx,M.A. Statistics Student at Columbia University,"New York, New York",50,Columbia University Graduate School of Arts and Sciences,2016,2017,   Statistics,   Master???€??s Degree,Citi Bank China,2014.8,2014.8,   Project Trainee,"   Chengdu, Sichuan, China",Ameriasian&#92;tInvestment&#92;tGroup,2015.6,2015.8,   Financial Services Assistant and Customer Service Assistant,"   San Jose, CA","University of California, Davis Agricultural and Resource Economics Department",2016.3,2016.6,   Undergraduate Research Assistant,"   Davis, CA"
xxx,xxx,xxx,"MA Statistics Graduate, Columbia University","New York, New York",475,Columbia University in the City of New York,2016,2017,   Statistics,   Master???€??s Degree,New York Life Insurance Company,2013.1,2013.3,   Actuarial Intern,,New York Life Insurance Company,2014.6,2016.6,   Actuarial Assistant,,Capital One Auto Finance,2017.6,2017.8,   Data Science Intern (Computer Vision),
xxx,xxx,xxx,M.A. Statistics Student with emphasis in Mathematical Finance at Columbia University,"Colleyville, Texas",91,Columbia University in the City of New York,2017,2018,   Statistics,   Master of Arts - MA,IHS Markit,2016.6,2016.8,   Global Development Intern,"   Dallas, Texas",,,,,,,,,,
xxx,xxx,xxx,Seeking 2018 Summer Internship opportunities in Data Science/Data Analytics,"New York, New York",207,Columbia University in the City of New York,2017,2018,   Statistics,   Master of Arts - MA,UCLA Henry Samueli School of Engineering and Applied Science,2016.9,2017.6,   Computer Lab Consultant ,,,,,,,,,,,
xxx,xxx,xxx,Graduate Student at Columbia University / M.A. Statistics,"New York, New York",85,Columbia University in the City of New York,2017,2019,   Statistics,   Master of Arts - MA,AXA,2015.7,2015.8,   Intern,   Hong Kong,Citi,2016.1,2016.1,   Training,"   Beijing City, China",China Merchants Bank,2016.7,2016.8,   Intern,"   Qingdao, Shandong, China"
xxx,xxx,xxx,Analyst at JPMorgan Chase &amp; Co.,Greater New York City Area,500,Columbia University in the City of New York,2015,2016,   Statistics,   Master???€??s Degree,Caishuo Securities,2015.6,2015.9,   Equity Research Summer Analyst,,United Nations,2017.2,2017.4,   Finance Intern,,JPMorgan Chase &amp; Co.,2017.4,present,   Analyst,
xxx,xxx,xxx,Financial Services Senior Consultant at EY,"New York, New York",500,Columbia University in the City of New York,2013,2014,   Statistics,   Master of Arts (M.A.),Metropolitan Council on Jewish Poverty,2014.6,2014.8,   Data Intern,   Greater New York City Area,EY,2015.3,present,   Financial Services Consultant,   Greater New York City Area,EY,2017.1,present,   Financial Services Senior Consultant,"   New York, New York"
xxx,xxx,xxx,Data Scientist at iKnowtion,"Cambridge, Massachusetts",300,Columbia University in the City of New York,2013,2015,   Statistics,   Master of Arts (M.A.),Columbia University in the City of New York,2013.8,2015.2,   Master Student,   Greater New York City Area,Talkspace,2015.7,2016.1,   Data Scientist,   Greater New York City Area,TeleTech Insights - formerly iKnowtion,2016.1,present,   Data Scientist,   Greater Boston Area
xxx,xxx,xxx,Graduate Student at Columbia University,"New York, New York",131,Columbia University in the City of New York,2014,2015,   Statistics,   Master&#39;s Degree,"DOTO-Futures Co., Ltd",2011.6,2011.7,   Researcher Assistant,   Nanjing,Bank of China,2012.6,2012.7,   Investment Consultant,   Nanjing,"Penn State University, Mathematics Department",2013.9,2014.5,   Teaching Assistant,"   State College, Pennsylvania Area"
xxx,xxx,xxx,Data Scientist at TD,Canada,74,Columbia University in the City of New York,2014,2015,   Statistics,   Master of Arts (M.A.),TD,2016.5,present,   Data Scientist,"   Toronto, Canada Area",,,,,,,,,,
xxx,xxx,xxx,"MA, Statistics, Columbia University ","New York, New York",34,Columbia University in the City of New York,2017,2018,   Statistics,   Master of Arts - MA,Xiangcai Sec.,2016.8,2016.9,   Summer Internship,"   Shanghai City, China",,,,,,,,,,
xxx,xxx,xxx,Data Scientist,"Indianapolis, Indiana Area",500,Columbia University in the City of New York,2014,2015,   Statistics,   Master of Arts (M.A.),Columbia University in the City of New York,2015.1,2015.5,   Grader,,American Credit Acceptance,2015.6,2015.9,   Statistician intern,"   Spartanburg, South Carolina",Proofpoint,2016.2,present,   Data Scientist,
xxx,xxx,xxx,Student at Columbia University in the City of New York,"New York, New York",500,Columbia University in the City of New York,2015,2016,   Statistics,   Master???€??s Degree,Everbright Securities,2014.6,2014.9,   Investment Consultant,"   Shanghai City, China",Citi,2015.5,2015.8,   Loan Analyst,"   Shanghai City, China",Columbia University in the City of New York,2016.9,2016.12,   Teaching Assistant,   Greater New York City Area
xxx,xxx,xxx,Looking for full time data related position,Greater New York City Area,216,Columbia University in the City of New York,2016,2017,   Statistics,   Master of Arts (M.A.),startup,2017.12,present,   Junior data scientist,   Greater Boston Area,"Guotai Junan Securities Co., Ltd",2017.6,2017.8,   Summer Intern,"   Shanghai City, China",Castle Placement,2017.9,2017.1,   Machine Learning Intern,   New York City
xxx,xxx,xxx,M.A. in Statistics Student at Columbia University in the City of New York&#92;n,"New York, New York",500,Columbia University in the City of New York,2017,2018,   Statistics,   M.A. in Statistics,Sankhya Analytical Research Pvt. Ltd.,2015.4,2015.8,   Statistical Analyst,   Mumbai,St. Xavier&#39;s College,2015.8,2015.9,   Teaching Assistant,   Mumbai,St. Xavier&#39;s College,2016.11,2017.4,   Teaching Assistant,   Mumbai
xxx,xxx,xxx,M.A. in Statistics,Greater New York City Area,188,Columbia University in the City of New York,2015,2016,   Statistics,   Master of Arts (M.A.),China Merchants Bank,2015.7,2015.7,   Intern,"   Tianjin, China",Gridology Education &amp; Technology Inc.,2016.5,present,   Business Analyst,,SafeRock,2016.5,present,   Business Analyst,
xxx,xxx,xxx,Research Assistant,Greater New York City Area,134,Columbia University in the City of New York,2015,2017,   Statistics,   Master of Arts - MA,University of Washington,2014.4,2014.9,   Undergraduate Research Assistant | Center for Game Science,   Greater Seattle Area,Mazama Science,2015.6,2015.8,   Data Analysis Intern | Mazama Science,   Greater Seattle Area,Columbia University in the City of New York,2015.9,present,   Research Assistant | Statistics Department,   New York
xxx,xxx,xxx,Senior Data Scientist at Medidata Solutions,Greater New York City Area,249,Columbia University in the City of New York,2013,2014,   Statistics,   Master&#39;s Degree,Federal Reserve Bank of New York,2009.1,2011.4,   Research Associate,,Federal Reserve Bank of New York,2011.4,2015.12,   Quantitative Policy Associate,   Greater New York City Area,Medidata Solutions,2016.1,present,   Senior Data Scientist,   Greater New York City Area
xxx,xxx,xxx,M.A. Candidate in Statistics at Columbia University,"New York, New York",181,Columbia University in the City of New York,2014,2015,   Statistics,   Master of Arts (M.A.),"Chang&#39;An Bank Co.,Ltd",2013.6,2013.9,   Intern in Credit Department,"   Xi&#39;an, China",,,,,,,,,,
xxx,xxx,xxx,Data Scientist at IBM Watson Finance,"Durham, North Carolina",257,Columbia University in the City of New York,2013,2015,   Statistics,   Master of Arts (M.A.),Wade &amp; Wendy,2015.7,2016.11,   Data Scientist,   Greater New York City Area,IBM Thomas J. Watson Research Center,2017.7,2017.12,   Data Scientist,   Greater New York City Area,IBM Watson Finance,2018.1,present,   Data Scientist,"   Raleigh-Durham, North Carolina Area"
xxx,xxx,xxx,Student at Columbia University in the City of New York,"Bronx, New York",158,Columbia University in the City of New York,2013,2014,   Statistics,   Master&#39;s degree,Sinolink Securities,2012.4,2012.6,   intern,,State Grid Corporation,2013.7,2013.8,   summer intern,,,,,,
xxx,xxx,xxx,Liberty Mutual Insurance,Greater New York City Area,291,Columbia University in the City of New York,2013,2014,   Statistics,   Master&#39;s degree,Deloitte China,2011.4,2012.3,   Enterprise Risk Services Consultant,,Pramerica,2013.3,2013.7,   Actuarial Trainee,,Liberty Mutual Insurance,2014.6,present,   Actuarial,"   Boston, Massachusetts"
xxx,xxx,xxx,Student at Columbia University in the City of New York,"New York, New York",177,Columbia University in the City of New York,2016,2017,   Statistics,   Master???€??s Degree,Hong Kong Phoenix Weekly Magazine Limited,2014.6,2014.8,   Editorial Assistant,"   Beijing City, China",University of Maryland,2015.9,2016.5,   Teaching Assistant,"   College Park, Maryland",United Nations ESCAP,2017.6,2017.8,   Data Analyst Intern,"   Bangkok Metropolitan Area, Thailand"
xxx,xxx,xxx,Data Engineer at A9.com,San Francisco Bay Area,500,Columbia University in the City of New York,2012,2013,   statistics,   Master of Arts (M.A.),Callida Energy,2013.1,2013.12,   Data Science Intern,   New York City,"Drawbridge, Inc.",2014.3,2016.4,   Data Analyst,   San Francisco Bay Area,A9.com,2016.4,present,   Data Engineer,
xxx,xxx,xxx,Data Scientist at Federal Reserve Bank of New York,"New York, New York",500,Columbia University in the City of New York,2014,2017,   Statistics,   Master???€??s Degree,Federal Reserve Bank of New York,2011.3,2017.5,   Credit Risk Associate,,StreetSquash,2012.4,present,"   Volunteer Squash Coach, College Mentor, SAT tutor",   Harlem,Federal Reserve Bank of New York,2017.5,present,   Data Scientist,   Greater New York City Area
xxx,xxx,xxx,Intern at China Merchants Bank,"New York, New York",99,Columbia University,2015,2016,   statistics,   Master of Arts (M.A.),Harvard University,2017.2,2017.6,   Visiting Researcher,   Greater Boston Area,Haitong Securities USA LLC,2017.6,present,   Intern,   Greater New York City Area,China Merchants Bank,2018.2,present,   Intern,"   New York, New York"
xxx,xxx,xxx,Student- Columbia University,"New York, New York",254,Columbia University in the City of New York,2017,2018,   Statistics,   Master of Arts - MA,"China Merchants Securities Co., Ltd.",2016.7,2016.8,   Project Intern of Investment Banking Department,   China,Ruihua Certified Public Accountants,2017.2,2017.3,   Auditing Intern,   China,Morningstar,2017.4,2017.5,   Data Analyst Intern,   China
xxx,xxx,xxx,MA Statistics Candidate at Columbia University,Greater New York City Area,21,Columbia University in the City of New York,2017,2018,   Statistics,   Master of Arts - MA,Tianfeng Securities,2017.6,2017.7,   Quantitative Analyst Summer Intern,"   Shanghai City, China",,,,,,,,,,
xxx,xxx,xxx,Data Analyst,"New York, New York",500,Columbia University in the City of New York,2015,2016,   Statistics,   Master of Arts (M.A.),Columbia University in the City of New York,2016.3,2016.5,   Project Leader,   Greater New York City Area,Xiao Suan Pan Industrial Limited Company,2016.5,2016.7,   Credit Risk Analyst Intern,"   Hangzhou, Zhejiang, China",Portfolio Pricing Project,2017.1,present,   Financial Data Analyst,   Greater New York City Area
xxx,xxx,xxx,Senior Credit Risk Analyst at LendingClub,"San Francisco, California",500,Columbia University in the City of New York,2012,2014,   Statistics,   Master of Arts (M.A.),Columbia Business School,2013.9,2014.1,   Research Assistant,   Greater New York City Area,RBS,2014.7,2017.4,"   Senior Quantitative Analyst, AVP",   Greater Boston Area,LendingClub,2017.4,present,   Senior Credit Risk Analyst,   San Francisco Bay Area
xxx,xxx,xxx,Strategic Analyst at CICC,Greater New York City Area,392,Columbia University in the City of New York,2013,2015,   Statistics,   Master???€??s Degree,Moody&#39;s KMV,2011.7,2011.9,   Summer analyst,,CICC,2013.7,2013.8,   Investment Banking Intern,,CITIC Securities International,2014.6,2014.8,   Summer intern,   Hong Kong
xxx,xxx,xxx,"Data Analyst at Center for Healthcare Organizational and Innovation Research, UC Berkeley",San Francisco Bay Area,431,Columbia University,2015,2016,   Statistics,   MA in Statistics,Agricultural Bank of China,2014.7,2014.8,   Intern,"   Wuhan, Hubei, China",New York State Psychiatric Institute,2016.6,2016.12,   Data Analyst,   Greater New York City Area,UC Berkeley School of Public Health,2017.2,present,   Data Analyst,"   Berkeley, CA"
xxx,xxx,xxx,Alternative Investment Marketing Support Intern at Silver Leaf Partners / QMC LLC,"New York, New York",175,Columbia University in the City of New York,2015,2017,   Statistics,   Master???€??s Degree,Agricultural Bank of China,2012.8,2014.2,   Customer Service Department Intern (vacation internship) ,"   Hefei, Anhui, China",Haitong Securities,2014.7,2014.8,   High-Net-Worth Client Department Intern,"   Hefei, Anhui, China",Silver Leaf Partners,2016.1,2017.2,   Alternative Investment Marketing Support Intern,"   New York, NY, U.S."
xxx,xxx,xxx,Student at Columbia University in the City of New York,"New York, New York",97,Columbia University in the City of New York,2015,2016,   Statistics,   Master???€??s Degree,"Alexander Alternative Capital GP, LLC",2016.6,2016.8,   Quantitative Analyst,,,,,,,,,,,
xxx,xxx,xxx,M.A.Statistics student in Columbia University. &#92;n,"New York, New York",177,Columbia University in the City of New York,2017,2019,   Statistics,   M.A,Starcom,2016.5,2016.6,   Marketing Intern,"   Shanghai City, China",Citi,2016.7,2016.8,   Summer Intern,   Shanghai,Philips Lighting,2016.9,2017.2,   Data Analysis and Simulation Intern,   Shanghai
xxx,xxx,xxx,"Data Analyst at the Volatility Institute, NYU Stern School of Business",Greater New York City Area,464,Columbia University in the City of New York,2013,2015,   Statistics,   Master of Arts - MA,London Business School,2009.6,2009.8,   Research Assistant,"   London, United Kingdom",Bassett Healthcare,2011,2011,   Finance Intern,,Sher Tremonte LLP,2016.8,2017.4,   Analyst,   Greater New York City Area
xxx,xxx,xxx,Incoming Technology Analyst at Bank of America Merrill Lynch,"New York, New York",249,Columbia University in the City of New York,2015,2016,   Statistics,   Master of Arts (M.A.),StarMobile.inc,2014.1,2014.5,   Software Engineer Internship,   Greater Atlanta Area,Bank of America Merrill Lynch,2016.6,2016.8,   Summer Analyst,   Greater New York City Area,Bank of America Merrill Lynch,2016.8,present,   Incoming Technology Analyst,   Greater New York City Area
xxx,xxx,xxx,Data Scientist at JD Finance,"Haidian District, Beijing, China",500,Columbia University in the City of New York,2014,2016,Statistics,Master&#39;s Degree,Columbia University - Columbia Business School,2015.9,2015.12,Research Assistant,Greater New York City Area,LMG Capital LLC,2015.9,2015.12,Data Scientist Intern,Greater New York City Area,Peking University,2016.8,2017.1,Finance Researcher,"   Beijing City, China"
xxx,xxx,xxx,--,"New York, New York",206,Columbia University Graduate School of Arts and Sciences,2015,2017,Statistics,Master???€??s Degree,Columbia University in the City of New York,2015.9,2015.12,Assistant Consultant,New York,Columbia University in the City of New York,2016.1,2016.5,Computer Research Assistant for Elementry Stochastic Process(W4606),,Center for Computational Learning Systems (CCLS) at Columbia University,2016.5,present,Research Assistant,Greater New York City Area
xxx,xxx,xxx,Student at Columbia University in the City of New York,"Harrison, New Jersey",204,Columbia University in the City of New York,2013,2014,Statistics,Master of Arts (MA),JPMorgan Chase &amp; Co.,2017.6,2017.8,Summer Associate,Greater New York City Area,,NA,,,,,NA,,,
xxx,xxx,xxx,PhD student at Stony Brook University.,"Stony Brook, New York",500,Columbia University in the City of New York,2014,2015,Statistics,Master???€??s Degree,Beijing University Tutoring Center,2013.9,2014.7,Math Tutor,"   Beijing, China",Columbia University,2015.1,2015.12,Course Assistant,New York,,NA,,,
xxx,xxx,xxx,Student at Columbia University in the City of New York,"New York, New York",96,Columbia University in the City of New York,2012,2013,Statistics,Master of Arts (M.A.),"Dalian Datong Securities Co. Ltd, China",2011.1,2011.9,Internship,Dalian,Tsinghua University PBC School of Finance,2013.7,2013.8,Research Assistant,Beijing,Inter-American Development Bank,2016.6,2016.9,Summer Intern,Washington D.C. Metro Area
xxx,xxx,xxx,Phd of Statistics at NC State University,"New York, New York",482,Columbia University,2013,2014,Statistics,Master of Arts (MA),Roland Berger Strategy Consultants,2012.3,2012.6,Assistant Analyst,"   Beijing City, China",Tsinghua University,2012.7,2012.9,Research Assistant,"   Beijing City, China",Columbia University Tutoring and Translating Agency,2013.9,2013.12,Economics and Statistics Tutor,Greater New York City Area
xxx,xxx,xxx,PhD Student at Columbia University in the City of New York,"New York, New York",154,Columbia University in the City of New York,2015,2017,Statistics,Master of Arts - MA,NCAR - The National Center for Atmospheric Research,2013.5,2014.8,Associate Scientist I/II,"   Boulder, CO",Columbia University in the City of New York,2014.9,2016.12,PHD Student,,NASA Goddard Institute for Space Studies,2017.1,2017.8,Scientific Programmer/Analyst,"   New York, NY"
xxx,xxx,xxx,PhD candidate at Columbia University,"New York, New York",430,Columbia University in the City of New York,2012,2014,Statistics,Master of Arts (M.A.),"CIAE (Center for Advanced Research in Education), Universidad de Chile",2011.8,2012.8,Research Assistant,"   Santiago, Chile","CMM (Center For Mathematical Modeling), Universidad de Chile",2011.8,2012.3,Project Engineer,"   Santiago, Chile","Statistics Department, Columbia University",2012.9,present,PhD student,"   New York, NY"
xxx,xxx,xxx,Analyst at BlackRock,"New York, New York",273,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),China Construction Bank,2015.6,2015.7,Data Analyst,China,Kepler / Oquant,2016.6,2016.8,Equity Research Analyst,Greater New York City Area,BlackRock,2017.1,present,Analyst,Greater Philadelphia Area
xxx,xxx,xxx,MA at Columbia University in the City of New York,"New York, New York",275,Columbia University in the City of New York,2013,2014,Statistics,Master&#39;s degree,Citibank (China),2012.11,2013.4,Intern,,Shanghai University of Finance and Economics,2012.5,2013.5,Research Assistant,,MTA,2015.6,2016.9,Transit Management Analyst,
xxx,xxx,xxx,PhD student in Decision Science at Drexel Lebow College of Business,Greater Philadelphia Area,387,Columbia University in the City of New York,2014,2016,Statistics,Master???€??s Degree,Industrial and Commercial Bank of China,2013.7,2013.8,Summer Intern,Industrial and Commercial Bank of China,Columbia University in the City of New York,2015.1,2015.12,Teaching Assistant,New york,Drexel University&#39;s LeBow College of Business,2016.9,present,Graduate Teaching Assistant,Greater Philadelphia Area
xxx,xxx,xxx,PhD candidate,"New York, New York",273,Columbia University in the City of New York,2014,2015,Statistics,Master of Arts (M.A.),"Founder Securities Co., Ltd.",2013,2013,Intern,,PICC,2014.7,2014.8,Intern,"   Beijing City, China",CCC Information Services,2015.7,2015.8,Summer Intern,Greater Chicago Area
xxx,xxx,xxx,"Ph.D. Candidate at the University of Iowa, Dept. of Statistics and Actuarial Science","Iowa City, Iowa Area",500,Columbia University in the City of New York,2013,2014,Statistics,Master of Arts (MA),"China Galaxy Securities Co., Ltd",2012.7,2012.9,Assistant to Analyst in Derivatives Department,"   Beijing City, China",Columbia University in the City of New York,2014.1,2014.6,Teaching Assistant,New York,UnionPay International,2014.9,2015.5,Data Analyst,"   Jersey City, New Jersey"
xxx,xxx,xxx,M.A. in Statistics at Columbia University,"Santa Cruz, California",159,Columbia University in the City of New York,2014,2016,Statistics,Master of Arts (MA),"Industrial Bank Co., Ltd",2013.6,2013.9,Practice Client Manager,,,NA,,,,,NA,,,
xxx,xxx,xxx,PhD Student at NCSU,"Raleigh, North Carolina",162,Columbia University,2014,2015,Statistics,M.A,"American Education Center,Inc (AEC)",2014.5,2014.7,Summer Intern,Greater New York City Area,Columbia University in the City of New York,2014.9,present,Grader,Greater New York City Area,North Carolina State University,2015.8,present,Graduate Teaching Assistant,"   Raleigh-Durham, North Carolina Area"
xxx,xxx,xxx,Data Scientist at JD Finance,"Haidian District, Beijing, China",500,Columbia University in the City of New York,2014,2016,   Statistics,   Master&#39;s Degree,PrinceTechs,2016.8,2017.1,   Data Scientist,"   Beijing City, China",Peking University,2016.8,2017.1,   Finance Researcher,"   Beijing City, China",JD Finance,2017.1,present,   Data Scientist,"   Beijing City, China"
xxx,xxx,xxx,PhD Candidate at University of Michigan,"Ann Arbor, Michigan",133,Columbia University in the City of New York,2014,2015,   Statistics,   Master of Arts (M.A.),Columbia University in the City of New York,2014.5,2015.8,   Research assistant,,University of Michigan,2015.8,present,   PHD Candidate,,Knewton,2017.6,2017.8,   Data Scientist,   Greater New York City Area
xxx,xxx,xxx,Student at Columbia University in the City of New York,"Harrison, New Jersey",204,Columbia University in the City of New York,2013,2014,   Statistics,   Master of Arts (MA),JPMorgan Chase &amp; Co.,2017.6,2017.8,   Summer Associate,   Greater New York City Area,,,,,,,,,,
xxx,xxx,xxx,PhD in Statistics at Columbia University,"New York, New York",1,Columbia University in the City of New York,2014,2017,Statistics,Master of Philosophy - MPhil,Rocket Internet,2013.2,2013.8,Business Analyst,"   Mexico City Area, Mexico",Instituto Tecnol????gico Aut????nomo de M????xico,2014.6,2014.7,Teacher,"   Mexico City Area, Mexico",Columbia University in the City of New York,2016.6,2016.7,Teacher,Greater New York City Area
xxx,xxx,xxx,PhD candidate at Columbia University,"New York, New York",430,Columbia University in the City of New York,2012,2016,Statistics,Master of Philosophy (M.Phil.),"CIAE (Center for Advanced Research in Education), Universidad de Chile",2011.8,2012.8,Research Assistant,"   Santiago, Chile","CMM (Center For Mathematical Modeling), Universidad de Chile",2011.8,2012.3,Project Engineer,"   Santiago, Chile","Statistics Department, Columbia University",2012.9,present,PhD student,"   New York, NY"
