ST,STATE,OCC_TITLE,A_MEAN
AL,Alabama,"Roustabouts, Oil and Gas",30870
AL,Alabama,Helpers--Extraction Workers,43470
AL,Alabama,"Extraction Workers, All Other",43880
AL,Alabama,"Installation, Maintenance, and Repair Occupations",43490
AL,Alabama,"First-Line Supervisors of Mechanics, Installers, and Repairers",61030
AL,Alabama,"Computer, Automated Teller, and Office Machine Repairers",36690
AL,Alabama,"Radio, Cellular, and Tower Equipment Installers and Repairers",51760
AL,Alabama,"Telecommunications Equipment Installers and Repairers, Except Line Installers",50960
AL,Alabama,Avionics Technicians,59950
AL,Alabama,"Electric Motor, Power Tool, and Related Repairers",38260
AL,Alabama,"Electrical and Electronics Installers and Repairers, Transportation Equipment",54110
AL,Alabama,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",53220
AL,Alabama,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",69050
AL,Alabama,"Electronic Equipment Installers and Repairers, Motor Vehicles",27640
AL,Alabama,Electronic Home Entertainment Equipment Installers and Repairers,39930
AL,Alabama,Security and Fire Alarm Systems Installers,35850
AL,Alabama,Aircraft Mechanics and Service Technicians,63470
AL,Alabama,Automotive Body and Related Repairers,40390
AL,Alabama,Automotive Glass Installers and Repairers,28930
AL,Alabama,Automotive Service Technicians and Mechanics,37140
AL,Alabama,Bus and Truck Mechanics and Diesel Engine Specialists,39770
AL,Alabama,Farm Equipment Mechanics and Service Technicians,35520
AL,Alabama,"Mobile Heavy Equipment Mechanics, Except Engines",44940
AL,Alabama,Rail Car Repairers,46120
AL,Alabama,Motorboat Mechanics and Service Technicians,39000
AL,Alabama,Motorcycle Mechanics,35720
AL,Alabama,Outdoor Power Equipment and Other Small Engine Mechanics,31960
AL,Alabama,Bicycle Repairers,27580
AL,Alabama,Recreational Vehicle Service Technicians,46370
AL,Alabama,Tire Repairers and Changers,23240
AL,Alabama,Mechanical Door Repairers,32120
AL,Alabama,"Control and Valve Installers and Repairers, Except Mechanical Door",40850
AL,Alabama,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",39180
AL,Alabama,Home Appliance Repairers,33300
AL,Alabama,Industrial Machinery Mechanics,49460
AL,Alabama,"Maintenance Workers, Machinery",38310
AL,Alabama,Millwrights,42650
AL,Alabama,"Refractory Materials Repairers, Except Brickmasons",50600
AL,Alabama,Electrical Power-Line Installers and Repairers,62830
AL,Alabama,Telecommunications Line Installers and Repairers,39660
AL,Alabama,Camera and Photographic Equipment Repairers,*
AL,Alabama,Medical Equipment Repairers,45090
AL,Alabama,Musical Instrument Repairers and Tuners,30230
AL,Alabama,"Precision Instrument and Equipment Repairers, All Other",46830
AL,Alabama,"Maintenance and Repair Workers, General",36910
AL,Alabama,"Coin, Vending, and Amusement Machine Servicers and Repairers",31430
AL,Alabama,Commercial Divers,36710
AL,Alabama,Locksmiths and Safe Repairers,29130
AL,Alabama,Manufactured Building and Mobile Home Installers,30780
AL,Alabama,Riggers,35880
AL,Alabama,"Helpers--Installation, Maintenance, and Repair Workers",23710
AL,Alabama,"Installation, Maintenance, and Repair Workers, All Other",36090
AL,Alabama,Production Occupations,33820
AL,Alabama,First-Line Supervisors of Production and Operating Workers,55680
AL,Alabama,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",49080
AL,Alabama,"Coil Winders, Tapers, and Finishers",36150
AL,Alabama,Electrical and Electronic Equipment Assemblers,27950
AL,Alabama,Electromechanical Equipment Assemblers,30890
AL,Alabama,Engine and Other Machine Assemblers,37180
AL,Alabama,Structural Metal Fabricators and Fitters,35360
AL,Alabama,Fiberglass Laminators and Fabricators,30710
AL,Alabama,Team Assemblers,34680
AL,Alabama,"Assemblers and Fabricators, All Other",23440
AL,Alabama,Bakers,20910
AL,Alabama,Butchers and Meat Cutters,27370
AL,Alabama,"Meat, Poultry, and Fish Cutters and Trimmers",21930
AL,Alabama,Slaughterers and Meat Packers,23580
AL,Alabama,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",26860
AL,Alabama,Food Batchmakers,24780
AL,Alabama,Food Cooking Machine Operators and Tenders,25120
AL,Alabama,"Food Processing Workers, All Other",22960
AL,Alabama,"Computer-Controlled Machine Tool Operators, Metal and Plastic",35560
AL,Alabama,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",38340
AL,Alabama,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",33180
AL,Alabama,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",39020
AL,Alabama,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",43090
AL,Alabama,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",30190
AL,Alabama,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",26690
AL,Alabama,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",30570
AL,Alabama,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",36260
AL,Alabama,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",34780
AL,Alabama,Machinists,39530
AL,Alabama,Metal-Refining Furnace Operators and Tenders,47990
AL,Alabama,"Pourers and Casters, Metal",31630
AL,Alabama,"Model Makers, Metal and Plastic",41730
AL,Alabama,"Patternmakers, Metal and Plastic",38210
AL,Alabama,Foundry Mold and Coremakers,31120
AL,Alabama,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",30010
AL,Alabama,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",32030
AL,Alabama,Tool and Die Makers,44550
AL,Alabama,"Welders, Cutters, Solderers, and Brazers",36740
AL,Alabama,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",38170
AL,Alabama,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",47060
AL,Alabama,"Layout Workers, Metal and Plastic",45810
AL,Alabama,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",26740
AL,Alabama,"Tool Grinders, Filers, and Sharpeners",34690
AL,Alabama,"Metal Workers and Plastic Workers, All Other",33350
AL,Alabama,Prepress Technicians and Workers,30120
AL,Alabama,Printing Press Operators,30830
AL,Alabama,Print Binding and Finishing Workers,29160
AL,Alabama,Laundry and Dry-Cleaning Workers,19470
AL,Alabama,"Pressers, Textile, Garment, and Related Materials",21760
AL,Alabama,Sewing Machine Operators,21010
AL,Alabama,Shoe and Leather Workers and Repairers,22540
AL,Alabama,"Sewers, Hand",20990
AL,Alabama,"Tailors, Dressmakers, and Custom Sewers",24540
AL,Alabama,Textile Bleaching and Dyeing Machine Operators and Tenders,28780
AL,Alabama,"Textile Cutting Machine Setters, Operators, and Tenders",25370
AL,Alabama,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",26640
AL,Alabama,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",25840
AL,Alabama,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",33900
AL,Alabama,Upholsterers,32700
AL,Alabama,"Textile, Apparel, and Furnishings Workers, All Other",29030
AL,Alabama,Cabinetmakers and Bench Carpenters,27450
AL,Alabama,Furniture Finishers,26120
AL,Alabama,"Sawing Machine Setters, Operators, and Tenders, Wood",28000
AL,Alabama,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",24410
AL,Alabama,"Woodworkers, All Other",28450
AL,Alabama,Power Distributors and Dispatchers,81310
AL,Alabama,Power Plant Operators,62850
AL,Alabama,Stationary Engineers and Boiler Operators,42990
AL,Alabama,Water and Wastewater Treatment Plant and System Operators,43430
AL,Alabama,Chemical Plant and System Operators,57760
AL,Alabama,Gas Plant Operators,62180
AL,Alabama,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",49070
AL,Alabama,"Plant and System Operators, All Other",67490
AL,Alabama,Chemical Equipment Operators and Tenders,54390
AL,Alabama,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",38030
AL,Alabama,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",31610
AL,Alabama,"Grinding and Polishing Workers, Hand",24190
AL,Alabama,"Mixing and Blending Machine Setters, Operators, and Tenders",38680
AL,Alabama,"Cutters and Trimmers, Hand",27890
AL,Alabama,"Cutting and Slicing Machine Setters, Operators, and Tenders",35340
AL,Alabama,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",39370
AL,Alabama,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",36250
AL,Alabama,"Inspectors, Testers, Sorters, Samplers, and Weighers",31710
AL,Alabama,Jewelers and Precious Stone and Metal Workers,40350
AL,Alabama,Dental Laboratory Technicians,34020
AL,Alabama,Medical Appliance Technicians,35930
AL,Alabama,Ophthalmic Laboratory Technicians,29370
AL,Alabama,Packaging and Filling Machine Operators and Tenders,26190
AL,Alabama,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",30130
AL,Alabama,"Painters, Transportation Equipment",40800
AL,Alabama,"Painting, Coating, and Decorating Workers",25770
AL,Alabama,Photographic Process Workers and Processing Machine Operators,23460
AL,Alabama,Adhesive Bonding Machine Operators and Tenders,36080
AL,Alabama,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",26560
AL,Alabama,Cooling and Freezing Equipment Operators and Tenders,27250
AL,Alabama,"Molders, Shapers, and Casters, Except Metal and Plastic",26660
AL,Alabama,"Paper Goods Machine Setters, Operators, and Tenders",37250
AL,Alabama,Tire Builders,48070
AL,Alabama,Helpers--Production Workers,23730
AL,Alabama,"Production Workers, All Other",33820
AL,Alabama,Transportation and Material Moving Occupations,31740
AL,Alabama,Aircraft Cargo Handling Supervisors,46940
AL,Alabama,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",46370
AL,Alabama,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,54030
AL,Alabama,"Airline Pilots, Copilots, and Flight Engineers",99770
AL,Alabama,Commercial Pilots,88910
AL,Alabama,Air Traffic Controllers,93010
AL,Alabama,Airfield Operations Specialists,51160
AL,Alabama,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",22480
AL,Alabama,"Bus Drivers, Transit and Intercity",26540
AL,Alabama,"Bus Drivers, School or Special Client",18220
AL,Alabama,Driver/Sales Workers,28550
AL,Alabama,Heavy and Tractor-Trailer Truck Drivers,40730
AL,Alabama,Light Truck or Delivery Services Drivers,29570
AL,Alabama,Taxi Drivers and Chauffeurs,22780
AL,Alabama,"Motor Vehicle Operators, All Other",26710
AL,Alabama,Locomotive Engineers,55960
AL,Alabama,"Rail Yard Engineers, Dinkey Operators, and Hostlers",51140
AL,Alabama,"Railroad Brake, Signal, and Switch Operators",41130
AL,Alabama,Railroad Conductors and Yardmasters,52790
AL,Alabama,Sailors and Marine Oilers,36500
AL,Alabama,"Captains, Mates, and Pilots of Water Vessels",85210
AL,Alabama,Ship Engineers,66050
AL,Alabama,Parking Lot Attendants,19590
AL,Alabama,Automotive and Watercraft Service Attendants,22260
AL,Alabama,Transportation Inspectors,71000
AL,Alabama,"Transportation Workers, All Other",30870
AL,Alabama,Conveyor Operators and Tenders,38880
AL,Alabama,Crane and Tower Operators,47800
AL,Alabama,Excavating and Loading Machine and Dragline Operators,37930
AL,Alabama,"Loading Machine Operators, Underground Mining",51930
AL,Alabama,Hoist and Winch Operators,49290
AL,Alabama,Industrial Truck and Tractor Operators,29890
AL,Alabama,Cleaners of Vehicles and Equipment,22600
AL,Alabama,"Laborers and Freight, Stock, and Material Movers, Hand",24060
AL,Alabama,Machine Feeders and Offbearers,28770
AL,Alabama,"Packers and Packagers, Hand",20990
AL,Alabama,Gas Compressor and Gas Pumping Station Operators,51700
AL,Alabama,"Pump Operators, Except Wellhead Pumpers",42840
AL,Alabama,Refuse and Recyclable Material Collectors,29300
AL,Alabama,Mine Shuttle Car Operators,55840
AL,Alabama,"Tank Car, Truck, and Ship Loaders",36300
AL,Alabama,"Material Moving Workers, All Other",31570
AK,Alaska,All Occupations,54040
AK,Alaska,Management Occupations,104790
AK,Alaska,Chief Executives,167400
AK,Alaska,General and Operations Managers,101720
AK,Alaska,Legislators,*
AK,Alaska,Advertising and Promotions Managers,77490
AK,Alaska,Marketing Managers,87580
AK,Alaska,Sales Managers,*
AK,Alaska,Public Relations and Fundraising Managers,118320
AK,Alaska,Administrative Services Managers,90310
AK,Alaska,Computer and Information Systems Managers,114550
AK,Alaska,Financial Managers,111640
AK,Alaska,Industrial Production Managers,112580
AK,Alaska,Purchasing Managers,114010
AK,Alaska,"Transportation, Storage, and Distribution Managers",88480
AK,Alaska,Compensation and Benefits Managers,107370
AK,Alaska,Human Resources Managers,109070
AK,Alaska,Training and Development Managers,99350
AK,Alaska,Construction Managers,124550
AK,Alaska,"Education Administrators, Preschool and Childcare Center/Program",53780
AK,Alaska,"Education Administrators, Elementary and Secondary School",101770
AK,Alaska,"Education Administrators, Postsecondary",110280
AK,Alaska,"Education Administrators, All Other",83850
AK,Alaska,Architectural and Engineering Managers,153540
AK,Alaska,Food Service Managers,54510
AK,Alaska,Lodging Managers,76400
AK,Alaska,Medical and Health Services Managers,111750
AK,Alaska,Natural Sciences Managers,102200
AK,Alaska,Postmasters and Mail Superintendents,52400
AK,Alaska,"Property, Real Estate, and Community Association Managers",62920
AK,Alaska,Social and Community Service Managers,72920
AK,Alaska,Emergency Management Directors,75710
AK,Alaska,"Managers, All Other",105970
AK,Alaska,Business and Financial Operations Occupations,75190
AK,Alaska,"Wholesale and Retail Buyers, Except Farm Products",54910
AK,Alaska,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",71370
AK,Alaska,"Claims Adjusters, Examiners, and Investigators",70120
AK,Alaska,Compliance Officers,72030
AK,Alaska,Cost Estimators,89900
AK,Alaska,Human Resources Specialists,64010
AK,Alaska,Labor Relations Specialists,86220
AK,Alaska,Logisticians,86560
AK,Alaska,Management Analysts,94290
AK,Alaska,"Meeting, Convention, and Event Planners",50260
AK,Alaska,Fundraisers,52440
AK,Alaska,"Compensation, Benefits, and Job Analysis Specialists",70440
AK,Alaska,Training and Development Specialists,67280
AK,Alaska,Market Research Analysts and Marketing Specialists,65730
AK,Alaska,"Business Operations Specialists, All Other",79120
AK,Alaska,Accountants and Auditors,78480
AK,Alaska,Appraisers and Assessors of Real Estate,70300
AK,Alaska,Budget Analysts,84290
AK,Alaska,Financial Analysts,102690
AK,Alaska,Personal Financial Advisors,92060
AK,Alaska,Insurance Underwriters,*
AK,Alaska,Financial Examiners,59660
AK,Alaska,Loan Officers,71340
AK,Alaska,"Tax Examiners and Collectors, and Revenue Agents",85670
AK,Alaska,Tax Preparers,54280
AK,Alaska,"Financial Specialists, All Other",62930
AK,Alaska,Computer and Mathematical Occupations,75380
AK,Alaska,Computer and Information Research Scientists,89070
AK,Alaska,Computer Systems Analysts,79720
AK,Alaska,Information Security Analysts,86950
AK,Alaska,Computer Programmers,81870
AK,Alaska,"Software Developers, Applications",81350
AK,Alaska,"Software Developers, Systems Software",*
AK,Alaska,Web Developers,59870
AK,Alaska,Database Administrators,72300
AK,Alaska,Network and Computer Systems Administrators,77790
AK,Alaska,Computer Network Architects,101920
AK,Alaska,Computer User Support Specialists,54920
AK,Alaska,Computer Network Support Specialists,69720
AK,Alaska,"Computer Occupations, All Other",84610
AK,Alaska,Operations Research Analysts,78270
AK,Alaska,Architecture and Engineering Occupations,100840
AK,Alaska,"Architects, Except Landscape and Naval",87090
AK,Alaska,Cartographers and Photogrammetrists,69110
AK,Alaska,Surveyors,78290
AK,Alaska,Aerospace Engineers,87510
AK,Alaska,Chemical Engineers,117830
AK,Alaska,Civil Engineers,107600
AK,Alaska,Computer Hardware Engineers,101130
